313,360,2
313,317,2
388,392,2
348,361,2
362,392,2
343,384,2
313,357,2
360,392,2
355,360,2
387,392,2
387,391,2
381,390,2
346,360,2
369,374,2
386,392,2
333,346,2
386,390,2
314,349,2
316,362,2
313,314,2
372,377,2
369,384,2
346,372,2
311,346,2
358,391,2
372,374,2
369,383,2
348,357,2
316,351,2
336,378,2
352,388,2
335,377,2
336,375,2
335,336,2
308,313,2
252,373,6
135,231,6
126,260,6
126,261,6
262,385,6
217,222,6
262,376,6
257,341,6
111,124,6
345,371,6
217,223,6
139,266,6
187,234,6
220,246,6
223,342,6
222,234,6
222,260,6
222,297,6
324,329,6
248,373,6
226,261,6
324,330,6
231,235,6
223,347,6
231,234,6
262,350,6
284,285,6
220,255,6
235,356,6
345,354,6
114,252,6
114,249,6
295,304,6
121,126,6
226,262,6
231,232,6
121,127,6
234,310,6
138,264,6
217,243,6
121,136,6
265,266,6
264,389,6
234,264,6
264,380,6
347,382,6
264,354,6
249,258,6
217,324,6
249,261,6
236,262,6
121,257,6
185,220,6
114,210,6
255,339,6
127,130,6
347,359,6
264,266,6
226,334,6
220,327,6
220,295,6
257,367,6
124,126,6
124,129,6
124,133,6
255,257,6
222,225,6
226,301,6
300,301,6
111,251,6
133,229,6
249,368,6
217,292,6
301,315,6
306,307,6
301,312,6
129,140,6
306,341,6
182,232,6
209,284,6
182,188,6
284,297,6
185,190,6
292,298,6
187,191,6
251,332,6
113,130,6
282,284,6
207,220,6
246,365,6
309,353,10
132,254,10
132,228,10
68,81,10
309,344,10
283,296,10
198,203,10
219,245,10
49,84,10
273,279,10
204,208,10
84,85,10
213,320,10
81,90,10
81,93,10
331,370,10
250,370,10
81,94,10
81,107,10
219,228,10
81,119,10
228,338,10
283,299,10
206,281,10
68,84,10
180,215,10
221,224,10
81,123,10
273,278,10
219,326,10
180,181,10
239,241,10
216,221,10
171,180,10
256,340,10
49,95,10
328,331,10
259,344,10
256,263,10
259,379,10
206,219,10
81,125,10
47,50,10
259,263,10
221,230,10
112,208,10
216,242,10
47,94,10
241,242,10
203,278,10
134,230,10
186,230,10
44,46,10
299,309,10
137,259,10
281,294,10
221,247,10
41,91,10
41,90,10
213,215,10
175,186,10
216,291,10
117,119,10
171,174,10
41,76,10
221,256,10
233,309,10
44,79,10
370,379,10
41,46,10
108,204,10
112,247,10
110,245,10
66,84,10
91,120,10
171,172,10
171,175,10
107,108,10
216,323,10
107,110,10
159,172,10
241,322,10
184,228,10
256,366,10
278,281,10
88,90,10
276,278,10
156,169,10
105,201,10
105,107,10
338,364,10
84,128,10
156,174,10
189,233,10
305,340,10
82,120,10
102,198,10
158,174,10
228,303,10
290,291,10
178,180,10
166,171,10
69,85,10
213,288,10
212,287,14
17,30,14
170,179,14
37,72,14
194,196,14
164,165,14
15,33,14
57,62,14
183,227,14
183,218,14
65,78,14
34,48,14
34,45,14
118,214,14
72,98,14
75,101,14
37,39,14
89,92,14
45,92,14
155,168,14
72,74,14
17,33,14
15,28,14
205,218,14
17,34,14
122,253,14
122,244,14
122,218,14
227,302,14
122,131,14
75,80,14
153,157,14
104,200,14
165,170,14
30,39,14
253,363,14
30,43,14
48,83,14
57,63,14
253,337,14
80,83,14
78,87,14
63,67,14
202,205,14
106,109,14
205,280,14
197,272,14
170,183,14
194,269,14
106,202,14
177,212,14
197,202,14
80,106,14
118,240,14
80,118,14
74,100,14
39,40,14
116,238,14
212,319,14
87,116,14
78,104,14
31,45,14
157,173,14
157,170,14
168,177,14
147,153,14
147,152,14
162,164,14
62,65,14
244,325,14
269,271,14
196,197,14
18,34,14
152,155,14
277,280,14
280,293,14
200,275,14
67,83,14
60,62,14
25,30,14
214,321,14
150,152,14
214,289,14
334,336,16
61,64,18
6,11,18
6,12,18
193,268,18
176,211,18
9,11,18
64,77,18
195,270,18
11,14,18
11,16,18
32,42,18
86,115,18
14,27,18
237,318,18
16,29,18
16,32,18
53,55,18
29,38,18
199,274,18
143,145,18
23,24,18
145,146,18
146,151,18
167,176,18
24,29,18
27,36,18
71,97,18
151,154,18
154,167,18
77,115,18
77,103,18
21,23,18
73,99,18
38,73,18
42,77,18
56,61,18
55,56,18
97,193,18
99,195,18
211,318,18
211,286,18
103,199,18
36,71,18
115,237,18
94,139,20
145,149,20
27,59,20
149,161,20
151,163,20
10,13,22
70,96,22
26,35,22
192,267,22
5,10,22
96,192,22
2,4,22
35,70,22
4,5,22
13,26,22
179,180,24
4,8,24
54,144,24
8,20,24
54,58,24
10,22,24
142,144,24
144,148,24
148,160,24
20,52,24
58,70,24
64,205,28
3,7,28
1,3,28
7,19,28
19,51,28
51,141,28
52,53,32
51,52,36
0,141,40
